Рашка|"Предрага Вилимоновића 1
36350"|Немања Поповић|036/736-281; 036/738-050|nemanja.popovic@raska.gov.rs|Мирјана Скорић|036/733-750; 036/736-224|mirjana.skoric@raska.gov.rs|Слободан Ристовић|036/5150-244; 036/734-403|slobodan.ristovic@raska.gov.rs
Рековац|Светозара Марковића бр.2, 35260 Рековац|Александар Ђорђевић|035/8411-004|predsedniksorekovac@gmail.com|Мирјана Ракић|035/8411-005|skupstinarekovac@gmail.com|Слађана Глишић|035/8411-150|sorekovac@gmail.com
Рума|Главна 155, 22400 Рума|Александра Ћирић|022/478-314|predopruma@ruma.rs|Стеван Ковачевић|022/478-314|predsoruma@ruma.rs|Рума|022/478-314|nacopuprave@ruma.rs
Свилајнац|Светог Саве 102, 35210 Свилајнац|Предраг Милановић|035/312-010|predsednik@svilajnac.rs|Дарко Јевтић|035/312-010|skupstina@svilajnac.rs|Ивана Пауновић|035/312-010|nacelnik@svilajnac.rs
Сврљиг|Радетова 31, 18360|Мирослав Марковић|018/821-018|miroslavmarkovic018@gmail.com|Милан Михајловић|018/821-018|mihajlovicmilan89@gmail.com|Дејана Митић|018/281-018|dejanamitic64@gmail.com
Сента |Главни трг 1, 24400 Сента|Рудолф Цегледи|024/655-411|rudolf.cegledi@zenta-senta.co.rs|Веселин Петровић|024/655-406|veselinpetrovic@zenta-senta.co.rs|Едит Шарњаи Рожа|024/655-404|r.edit@zenta-senta.co.rs
Сечањ|Вожда Карађорђа 57, Сечањ, 23240|Небојша Мељанац|023/3150-710|predsednik@secanj.ls.gov.rs|Драгана Мартон|023/3150-717|predsednik.skupstine@secanj.ls.gov.rs|Славко Ромић|023/3150-715|nacelnik.ou@secanj.ls.gov.rs
Сјеница|"Змаја од Босне 1
36310"|Муниб Мујагић|020/741-278|munib.mujagic@sjenica.rs|Нермин Камберовић|020/741-278|nermin.kamberovic@sjenica.rs|Аднан Циљевић|020/741-278|adnan.ciljevic@sjenica.rs
Смедерево|Омладинска 1, 11300 Смедерево|Јован Беч|026/4621-907|kabinet@smederevo.ls.gov.rs|Весна Киш Костић|026/4621-917|vesna.kiskostic@smederevo.ls.gov.rs|Горан Милентијевић|026/4621-917|goran.milentijevic@smederevo.ls.gov.rs
Смедеревска Паланка|Вука Караџића 25 11420|Никола Вучен|026/316-001|sp.predsednistvo@gmail.com|Радмила Радисављевић|026/316-001|sp.predsednistvo@gmail.com|Гордана Костић|026/317-087|nacelnikou@smederevskapalanka.rs
Сокобања|"Светог Саве бр.23
18230"|Миодраг Николић|018/830-155|predsednik@opstinasokobanja.com|Владан Петковић|018/830-155|skupstina@opstinasokobanja.com|Милена Раденковић-Гаћеша|018/830-173|nacelnik@opstinasokobanja.com
Сомбор|Трг цара Уроша 1, 25101 Сомбор|Антонио Ратковић|025/468-133|gradonacelnik@sombor.rs|Зоран Рус|025/468-131|predsedniksg@sombor.rs|Јелена Велебит|025/468-136|jelena.velebit@sombor.rs
Србобран|Трг слободе бр. 2, 21480|Радивој Дебељачки|021/731-077|srbobran_sekretarica@eunet.rs|Милена Аларгић|021/730-402 ili 731-077|srbobran_sekretarica@eunet.rs|Данијела Вујачић|021/730-080|danijela.vujacic@srbobran.rs
Сремска Митровица|Светог Димитрија број 13, 22000 Сремска Митровица|Светлана Миловановић|022/610-572|gradonacelniksm@gmail.com|Владимир Павловић|022/610-556|vladimir.pavlovic.sm@gmail.com|Мирослав Јокић|022/610-261|guprava5@sremskamitrovica.org.rs
Сремски Карловци|Трг Бранка Радичевића бр. 1 21205|Алексанадар Саша Стојкечић|021/685-3000|kabinet@sremskikarlovci.rs|Бобан Петковић|021/685-3057|skupstina@sremski-karlovci.org.rs|Љиљана Вајкслер|021/685-3005|ljiljana.vajksler@sremski-karlovci.org.rs
Стара Пазова|Светосавска 11, 22300 Стара Пазова|Ђорђе Радиновић|022/310-170, локал 151|djordje.radinovic@starapazova.rs|Наташа Ерор|022/310-170, локал 141|natasa.eror@starapazova.rs|Зоран Узелац|022/310-170, локал 151|zoran.uzelac@starapazova.rs
Суботица|Трг слободе 1, 124000 Суботица|Стеван Бакић |024/636-130|mayor@subotica.rs|Балинт Пастор|024/626-969|sgpredsednik@subotica.rs|Марија Ушумовић Давчик|024/636-101|gunacelnik@subotica.rs
Сурдулица|Краља Петра Првог број 38, 17530 Сурдулица|Александра Поповић|017/825-270|aleksandra.popovic@surdulica.ls.gov.rs|Зоран Митић|017/825-270|zoran.mitic@surdulica.ls.gov.rs|Јасмина Марковић|017/825-270|jasmina.markovic@surdulica.ls.gov.rs
Темерин|Новосадска 326, 21235 Темерин|Младен Зец|021/843-066|predsednik@temerin.rs|Роберт Пастор|021/843-888|pastorrobert67@gmail.com|Борис Станојевић|021/843-888|boris@temerin.rs
Тител|Главна бр. 1, 21240 Тител|Драган Божић|021/2961-165|dragan.bozic@opstinatitel.rs|Драгиша Тривуновић|021/2961-165|uprava@opstinatitel.rs|Milana Đurić|021/2961-165|milana.djuric@opstinatitel.rs
Топола|"Булевар краља Александра I бр 9
34310"|Владимир Радојковић|034/6811-017|predsednik@topola.com|Јасна Вуковић|034/6811-017|predsednikso@topola.com|Милица Станишић|034/6811-030|nacelnik@topola.com
Трговиште|"Краља Петра првог Карађорђевића бр.4
17525"|Ненад Крстић|017/452-207|kabinetpredsednika@trgoviste.rs|Андријана Филиповић Митић|017/542-207|predsednikskupstine@trgoviste.rs|Драган Анђеловић|017/452-207|nacelnikou@trgoviste.rs
Трстеник|Кнегиње Милице бр.5, 37240 Трстеник|Милена Турк|037/711-040|kabinet.ts@trstenik.rs|Герасим Атанасковић|037/712-469|skupstina@trstenik.rs|Часлав Поповић|037/712-643|caslav.popovic@trstenik.rs
Тутин|Хусеин Бега Градашчевића бр.7, 36320|Салих Хот|020/811-111|opstina@tutin.rs|Фазила Беровић|020/811-111|skupstina@tutin.rs|Муамер Маврић|020/811-830|nacelnik@tutin.rs
Ћићевац|Карађорђева бр. 106, 37210 Ћићевац|Мирјана Кркић|037/811-260|kabinet@cicevac.ls.gov.rs|Милош Радосављевић|037/811-421|predsednik.skupstine@cicevac.ls.gov.rs|Мирјана Станојевић Јовић|037/811-350|nacelnik@cicevac.ls.gov.rs
Ћуприја|13.октобар број 7, 35230 Ћуприја|Јовица Антић|035/8150-907|jovica.antic@cuprija.rs|Нинослав Ерић|035/8150-910|ninoslav.eric@cuprija.rs|Милица Цветковић|035/8150-930|milica.cvetkovic@cuprija.rs
Уб|Војводе Мишића 20Б 14210|Дарко Глишић|014/411-622|predsednik@opstinaub.org.rs|Ивана Николић|014/411-622|ivananikolicsf@gmail.com|Марија Новаковић|014/411-622|nacelnikou@opstinaub.org.rs
Ужице|Улица Димитрија Туцовића број 52, 31000 Ужице|Др Јелена Раковић Радивојевић|031/590-142|gradonacelnik@uzice.rs|Бранислав Митровић|031/590-135|predsednikskupstine@uzice.rs|Милан Станимировић|031/590-181|milan.stanimirovic@uzice.rs
Црна Трава|Трг Милентија Поповића  57, 16215 Црна Трава|Славољуб Благојевић|016/811-115, 016/811-118|predsednik@opstinacrnatrava.org.rs|Јоца Митић|016/811-115, 016/811-118|jocamitic49@gmail.com|Зоран Станковић|016/811-115,  016/811-118|zoran.stankovic@opstinacrnatrava.org.rs
Чајетина|Александра Карађорђевића 34, 31310 Чајетина|Милан Стаматовић|031/3831-250|predsednik@cajetina.org.rs|Арсен ђурић|031/3831-250|sekretar.cajetina@gmail.com|Милица Стаматовић|031/3831-447|nacelnik@cajetina.org.rs
Чачак|Жупана Страцимира бр. 2: 32000 Чачак|Милун Тодоровић|032/309-010|gradonacelnik@cacak.org.rs|Игор Трифуновић|032/309-022|predsednikskupstine@cacak.org.rs|Небојша Бежанић|032/309-001|nebojsa.bezanic@cacak.org.rs
Чока|Потиска 20, 23320 Чока|Стана Ђембер|0230/471-000|stanadjember@gmail.com|Тибор Олај|0230/471-000|olajtibor@coka.rs|Иван Матић|0230/471-000|nacelnik@coka.rs
Шабац|Ул. Господар Јевремова бр. 6, 15000 Шабац|Александар Пајић|015/347-177|gradonacelnik@sabac.org|Немања Пајић|/|nemanja.pajic@sabac.org|Александар Јовановић|015/347-117|aleksandar.jovanovic@sabac.org
Шид|Карађорђева 2, 22240 Шид|Зоран Семеновић|022/712-544|kabinetsid@mts.rs|Tихомир Стаменковић|022/712-544|tihomir.stamenkovic3@gmail.com|Бојана Мравик|022/712-544|nacelnik@sid.rs
